ZIP_COAL,cate_half_plus1,cate_bed_plus1,cate_joint_half1_bed1,cate_joint_half1_5_bed0_5
12138,-1640506.8896154987,8306734.402225646,6666227.512610148,1692606.866689575
12139,-1637377.0428518886,8287539.284839181,6650162.241987293,1687704.0781417578
12140,-1634247.1960882784,8268344.167452715,6634096.971364438,1682801.2895939406
12143,-1631117.349324668,8249149.050066251,6618031.7007415835,1677898.5010461237
12144,-1627987.502561058,8229953.932679787,6601966.430118729,1672995.7124983068
12147,-1624857.6557974475,8210758.815293322,6585901.159495875,1668092.92395049
12148,-1621727.8090338374,8191563.697906857,6569835.88887302,1663190.1354026725
12149,-1618597.962270227,8172368.580520392,6553770.618250165,1658287.3468548553
12150,-1615468.115506617,8153173.463133929,6537705.347627312,1653384.558307039
12151,-1612338.2687430067,8133978.345747463,6521640.077004457,1648481.7697592215
12153,-1609208.4219793964,8114783.228360998,6505574.806381602,1643578.9812114048
12154,-1606078.5752157865,8095588.1109745335,6489509.535758747,1638676.1926635874
12155,-1602948.728452176,8076392.993588069,6473444.265135894,1633773.4041157705
12156,-1599818.8816885657,8057197.8762016045,6457378.994513039,1628870.6155679538
12157,-1596689.0349249556,8038002.7588151395,6441313.723890183,1623967.8270201366
12158,-1593559.1881613452,8018807.641428676,6425248.45326733,1619065.03847232
12159,-1590429.341397735,7999612.5240422115,6409183.182644475,1614162.2499245028
12160,-1587299.4946341247,7980417.4066557465,6393117.912021619,1609259.4613766856
12161,-1584169.6478705145,7961222.289269281,6377052.641398766,1604356.6728288685
12164,-1581039.8011069044,7942027.171882817,6360987.370775912,1599453.8842810518
12165,-1577909.9543432943,7922832.054496352,6344922.100153057,1594551.0957332347
12166,-1574780.107579684,7903636.937109887,6328856.829530203,1589648.3071854175
12167,-1571650.2608160737,7884441.819723421,6312791.558907349,1584745.5186376004
12168,-1568520.4140524634,7865246.702336959,6296726.288284495,1579842.7300897837
12169,-1565390.5672888532,7846051.584950493,6280661.0176616395,1574939.9415419667
12170,-1562260.720525243,7826856.467564028,6264595.747038784,1570037.1529941494
12172,-1559130.8737616327,7807661.350177563,6248530.47641593,1565134.3644463322
12173,-1556001.0269980226,7788466.232791099,6232465.205793076,1560231.5758985155
12174,-1552871.1802344122,7769271.115404634,6216399.935170222,1555328.7873506984
12175,-1549741.333470802,7750075.99801817,6200334.664547367,1550425.9988028812
12176,-1546611.486707192,7730880.880631703,6184269.393924512,1545523.210255064
12177,-1543481.6399435815,7711685.76324524,6168204.123301659,1540620.4217072474
12180,-1540351.7931799716,7692490.645858775,6152138.852678804,1535717.6331594302
12182,-1537221.946416361,7673295.52847231,6136073.582055949,1530814.8446116135
12183,-1534092.099652751,7654100.411085845,6120008.311433095,1525912.0560637962
12184,-1530962.2528891407,7634905.293699381,6103943.04081024,1521009.2675159792
12185,-1527832.4061255304,7615710.176312916,6087877.770187385,1516106.4789681626
12186,-1524702.5593619202,7596515.05892645,6071812.49956453,1511203.690420345
12187,-1521572.7125983099,7577319.941539986,6055747.228941676,1506300.9018725283
12188,-1518442.8658346997,7558124.824153522,6039681.958318822,1501398.1133247116
12189,-1515313.0190710896,7538929.706767056,6023616.687695967,1496495.324776894
12190,-1512183.1723074792,7519734.589380592,6007551.417073113,1491592.5362290773
12192,-1509053.325543869,7500539.471994127,5991486.146450257,1486689.74768126
12193,-1505923.4787802587,7481344.354607663,5975420.875827406,1481786.9591334434
12194,-1502793.6320166485,7462149.237221199,5959355.60520455,1476884.170585626
12196,-1499663.7852530384,7442954.119834733,5943290.334581695,1471981.3820378091
12197,-1496533.938489428,7423759.002448269,5927225.063958841,1467078.5934899924
12198,-1493404.0917258179,7404563.885061804,5911159.793335985,1462175.8049421753
12202,-1490274.2449622077,7385368.767675339,5895094.522713131,1457273.0163943581
12203,-1487144.3981985974,7366173.650288874,5879029.252090277,1452370.227846541
12204,-1484014.5514349872,7346978.532902411,5862963.981467423,1447467.4392987243
12205,-1480884.7046713769,7327783.415515945,5846898.71084457,1442564.6507509076
12206,-1477754.8579077667,7308588.29812948,5830833.440221714,1437661.86220309
12207,-1474625.0111441566,7289393.180743015,5814768.169598859,1432759.0736552728
12208,-1471495.164380546,7270198.063356551,5798702.898976006,1427856.2851074566
12209,-1468365.317616936,7251002.945970086,5782637.628353151,1422953.496559639
12210,-1465235.4708533257,7231807.828583621,5766572.3577302955,1418050.7080118225
12211,-1462105.6240897155,7212612.711197156,5750507.08710744,1413147.9194640052
12302,-1458975.7773261054,7193417.593810692,5734441.816484587,1408245.130916188
12303,-1455845.930562495,7174222.4764242275,5718376.545861732,1403342.3423683713
12304,-1452716.0837988849,7155027.3590377625,5702311.275238877,1398439.5538205542
12305,-1449586.2370352745,7135832.241651298,5686246.004616023,1393536.765272737
12306,-1446456.3902716644,7116637.124264834,5670180.733993169,1388633.9767249203
12307,-1443326.5435080545,7097442.006878369,5654115.463370314,1383731.1881771032
12308,-1440196.6967444438,7078246.889491904,5638050.19274746,1378828.399629286
12309,-1437066.8499808337,7059051.772105439,5621984.922124605,1373925.6110814689
12401,-1433937.0032172233,7039856.654718975,5605919.6515017515,1369022.8225336522
12404,-1430807.1564536132,7020661.537332509,5589854.3808788955,1364120.0339858346
12405,-1427677.309690003,7001466.419946045,5573789.110256041,1359217.2454380179
12406,-1424547.4629263927,6982271.302559581,5557723.839633188,1354314.4568902012
12407,-1421417.6161627825,6963076.185173115,5541658.569010332,1349411.6683423836
12409,-1418287.7693991722,6943881.067786651,5525593.298387478,1344508.8797945667
12410,-1415157.922635562,6924685.950400186,5509528.027764625,1339606.0912467502
12411,-1412028.0758719519,6905490.833013721,5493462.757141769,1334703.3026989326
12412,-1408898.2291083415,6886295.715627257,5477397.486518916,1329800.514151116
12413,-1405768.3823447314,6867100.598240791,5461332.21589606,1324897.7256032983
12414,-1402638.535581121,6847905.480854326,5445266.945273206,1319994.9370554816
12416,-1399508.6888175108,6828710.363467862,5429201.674650352,1315092.148507665
12418,-1396378.8420539007,6809515.246081397,5413136.404027496,1310189.3599598473
12419,-1393248.9952902903,6790320.128694933,5397071.133404642,1305286.571412031
12420,-1390119.1485266802,6771125.011308469,5381005.862781789,1300383.7828642142
12421,-1386989.30176307,6751929.893922003,5364940.592158933,1295480.9943163963
12422,-1383859.4549994597,6732734.776535539,5348875.321536079,1290578.20576858
12423,-1380729.6082358495,6713539.659149075,5332810.050913226,1285675.4172207632
12424,-1377599.7614722392,6694344.541762609,5316744.78029037,1280772.6286729458
12427,-1374469.914708629,6675149.424376145,5300679.509667516,1275869.840125129
12428,-1371340.0679450189,6655954.30698968,5284614.239044661,1270967.0515773112
12429,-1368210.2211814085,6636759.189603214,5268548.968421807,1266064.2630294948
12430,-1365080.3744177984,6617564.072216752,5252483.697798952,1261161.474481678
12431,-1361950.527654188,6598368.954830285,5236418.427176097,1256258.6859338605
12432,-1358820.6808905778,6579173.837443821,5220353.156553243,1251355.8973860438
12433,-1355690.8341269677,6559978.720057357,5204287.885930389,1246453.108838227
12434,-1352560.9873633573,6540783.602670891,5188222.615307534,1241550.3202904095
12435,-1349431.1405997474,6521588.485284427,5172157.34468468,1236647.5317425928
12436,-1346301.2938361368,6502393.367897962,5156092.074061824,1231744.7431947754
12439,-1343171.4470725267,6483198.250511497,5140026.803438971,1226841.9546469585
12440,-1340041.6003089165,6464003.133125032,5123961.532816117,1221939.1660991418
12442,-1336911.7535453062,6444808.015738567,5107896.262193261,1217036.3775513244
12443,-1333781.906781696,6425612.898352103,5091830.9915704075,1212133.5890035075
12444,-1330652.0600180856,6406417.780965639,5075765.720947553,1207230.8004556913
12446,-1327522.2132544755,6387222.663579173,5059700.450324697,1202328.0119078734
12448,-1324392.3664908654,6368027.546192709,5043635.179701844,1197425.2233600565
12449,-1321262.519727255,6348832.428806243,5027569.909078988,1192522.4348122394
12450,-1318132.6729636448,6329637.311419779,5011504.638456134,1187619.6462644225
12451,-1315002.8262000347,6310442.194033315,4995439.367833281,1182716.8577166055
12452,-1311872.9794364243,6291247.0766468495,4979374.097210425,1177814.0691687884
12453,-1308743.1326728142,6272051.9592603855,4963308.826587571,1172911.2806209715
12454,-1305613.2859092038,6252856.841873921,4947243.555964718,1168008.492073155
12455,-1302483.439145594,6233661.724487456,4931178.285341862,1163105.7035253374
12456,-1299353.5923819835,6214466.607100991,4915113.014719008,1158202.9149775205
12457,-1296223.7456183732,6195271.4897145275,4899047.744096154,1153300.126429704
12458,-1293093.898854763,6176076.372328062,4882982.473473298,1148397.3378818864
12459,-1289964.0520911526,6156881.254941598,4866917.202850445,1143494.5493340697
12460,-1286834.2053275425,6137686.137555133,4850851.932227589,1138591.760786252
12461,-1283704.3585639324,6118491.020168668,4834786.661604735,1133688.9722384354
12463,-1280574.511800322,6099295.902782204,4818721.390981882,1128786.1836906187
12464,-1277444.6650367118,6080100.785395738,4802656.120359026,1123883.395142801
12465,-1274314.8182731015,6060905.668009274,4786590.849736173,1118980.6065949847
12466,-1271184.9715094913,6041710.55062281,4770525.579113319,1114077.8180471677
12468,-1268055.1247458812,6022515.433236344,4754460.308490463,1109175.02949935
12469,-1264925.2779822708,6003320.315849879,4738395.037867609,1104272.2409515337
12470,-1261795.4312186607,5984125.198463414,4722329.767244753,1099369.4524037158
12472,-1258665.5844550503,5964930.08107695,4706264.496621899,1094466.6638558996
12473,-1255535.7376914402,5945734.963690486,4690199.225999046,1089563.8753080827
12474,-1252405.89092783,5926539.84630402,4674133.95537619,1084661.0867602648
12475,-1249276.0441642196,5907344.728917556,4658068.684753336,1079758.2982124486
12477,-1246146.1974006095,5888149.611531092,4642003.414130483,1074855.5096646317
12480,-1243016.3506369991,5868954.494144626,4625938.143507627,1069952.7211168143
12481,-1239886.503873389,5849759.376758162,4609872.872884773,1065049.9325689976
12482,-1236756.6571097788,5830564.259371696,4593807.602261918,1060147.1440211798
12483,-1233626.8103461685,5811369.141985232,4577742.331639064,1055244.3554733633
12484,-1230496.9635825583,5792174.024598768,4561677.061016209,1050341.5669255466
12485,-1227367.1168189482,5772978.907212302,4545611.790393354,1045438.7783777288
12486,-1224237.2700553378,5753783.789825838,4529546.5197705,1040535.9898299123
12487,-1221107.4232917277,5734588.672439375,4513481.249147645,1035633.2012820956
12489,-1217977.5765281173,5715393.555052908,4497415.978524791,1030730.412734278
12490,-1214847.7297645072,5696198.437666444,4481350.707901937,1025827.6241864613
12491,-1211717.883000897,5677003.320279978,4465285.437279081,1020924.8356386437
12492,-1208588.0362372866,5657808.202893514,4449220.166656228,1016022.047090827
12494,-1205458.1894736765,5638613.08550705,4433154.896033374,1011119.2585430102
12495,-1202328.3427100661,5619417.968120584,4417089.625410518,1006216.469995193
12496,-1199198.495946456,5600222.850734121,4401024.3547876645,1001313.6814473761
12498,-1196068.6491828458,5581027.733347656,4384959.08416481,996410.8928995593
12501,-1192938.8024192355,5561832.615961189,4368893.813541954,991508.104351742
12502,-1189808.9556556253,5542637.498574726,4352828.542919101,986605.315803925
12503,-1186679.108892015,5523442.381188262,4336763.272296247,981702.5272561088
12507,-1183549.2621284048,5504247.263801796,4320698.001673391,976799.7387082909
12508,-1180419.4153647947,5485052.146415332,4304632.731050538,971896.9501604739
12512,-1177289.5686011843,5465857.029028866,4288567.460427682,966994.1616126569
12513,-1174159.7218375742,5446661.911642402,4272502.189804828,962091.3730648401
12514,-1171029.8750739638,5427466.794255938,4256436.919181975,957188.5845170235
12515,-1167900.0283103536,5408271.6768694725,4240371.648559119,952285.7959692059
12516,-1164770.1815467435,5389076.559483008,4224306.3779362645,947383.007421389
12517,-1161640.3347831331,5369881.442096544,4208241.107313411,942480.2188735725
12518,-1158510.488019523,5350686.324710079,4192175.8366905553,937577.4303257549
12520,-1155380.6412559128,5331491.2073236145,4176110.566067701,932674.6417779379
12521,-1152250.7944923025,5312296.089937149,4160045.295444846,927771.8532301206
12522,-1149120.9477286923,5293100.972550685,4143980.024821992,922869.0646823039
12523,-1145991.100965082,5273905.855164221,4127914.754199139,917966.2761344871
12524,-1142861.2542014718,5254710.737777755,4111849.483576283,913063.4875866696
12525,-1139731.4074378617,5235515.620391291,4095784.2129534287,908160.6990388529
12526,-1136601.5606742513,5216320.503004827,4079718.9423305755,903257.9104910363
12527,-1133471.7139106411,5197125.385618361,4063653.6717077196,898355.1219432186
12528,-1130341.8671470308,5177930.268231897,4047588.4010848654,893452.3333954022
12529,-1127212.0203834206,5158735.150845431,4031523.130462011,888549.5448475843
12531,-1124082.1736198107,5139540.033458967,4015457.8598391563,883646.7562997676
12533,-1120952.3268562001,5120344.916072503,3999392.5892163026,878743.9677519512
12534,-1117822.48009259,5101149.798686037,3983327.318593447,873841.1792041333
12538,-1114692.6333289796,5081954.681299573,3967262.047970593,868938.3906563171
12540,-1111562.7865653695,5062759.563913109,3951196.7773477393,864035.6021085001
12542,-1108432.9398017593,5043564.446526643,3935131.5067248833,859132.8135606823
12543,-1105303.093038149,5024369.329140178,3919066.2361020297,854230.0250128661
12545,-1102173.2462745388,5005174.211753713,3903000.9654791746,849327.2364650483
12546,-1099043.3995109284,4985979.094367249,3886935.6948563205,844424.4479172318
12547,-1095913.5527473183,4966783.976980785,3870870.4242334664,839521.6593694151
12548,-1092783.7059837081,4947588.859594319,3854805.153610611,834618.8708215973
12549,-1089653.8592200978,4928393.742207855,3838739.882987757,829716.082273781
12550,-1086524.0124564876,4909198.624821391,3822674.6123649036,824813.2937259641
12553,-1083394.1656928773,4890003.507434925,3806609.341742048,819910.5051781465
12561,-1080264.318929267,4870808.390048461,3790544.0711191935,815007.7166303298
12563,-1077134.472165657,4851613.272661997,3774478.80049634,810104.9280825132
12564,-1074004.6254020466,4832418.155275531,3758413.5298734843,805202.1395346955
12565,-1070874.7786384365,4813223.037889067,3742348.2592506306,800299.3509868789
12566,-1067744.9318748263,4794027.920502601,3726282.9886277746,795396.5624390612
12567,-1064615.085111216,4774832.803116137,3710217.7180049215,790493.7738912445
12569,-1061485.2383476058,4755637.685729673,3694152.4473820673,785590.9853434279
12570,-1058355.3915839954,4736442.568343207,3678087.176759212,780688.1967956105
12571,-1055225.5448203853,4717247.450956743,3662021.906136358,775785.4082477936
12572,-1052095.6980567751,4698052.333570279,3645956.635513504,770882.6196999769
12574,-1048965.8512931648,4678857.216183813,3629891.3648906485,765979.8311521595
12575,-1045836.0045295546,4659662.098797349,3613826.094267795,761077.0426043426
12577,-1042706.1577659443,4640466.981410883,3597760.823644939,756174.2540565254
12578,-1039576.3110023341,4621271.864024419,3581695.553022085,751271.4655087085
12580,-1036446.4642387241,4602076.746637955,3565630.282399231,746368.6769608916
12581,-1033316.6174751136,4582881.629251489,3549565.0117763756,741465.8884130744
12582,-1030186.7707115035,4563686.511865025,3533499.741153522,736563.0998652575
12583,-1027056.9239478931,4544491.394478561,3517434.4705306683,731660.311317441
12585,-1023927.0771842829,4525296.277092095,3501369.1999078123,726757.5227696234
12586,-1020797.2304206728,4506101.159705631,3485303.9292849586,721854.7342218065
12589,-1017667.3836570623,4486906.042319166,3469238.6586621036,716951.9456739891
12590,-1014537.5368934522,4467710.9249327015,3453173.388039249,712049.1571261724
12592,-1011407.6901298419,4448515.8075462375,3437108.117416396,707146.3685783558
12594,-1008277.8433662318,4429320.690159772,3421042.84679354,702243.5800305381
12601,-1005147.9966026216,4410125.572773308,3404977.5761706857,697340.7914827215
12603,-1002018.1498390113,4390930.4553868435,3388912.3055478325,692438.0029349048
12701,-998888.3030754011,4371735.338000378,3372847.0349249765,687535.2143870872
12719,-995758.4563117907,4352540.220613914,3356781.7643021233,682632.4258392707
12720,-992628.6095481806,4333345.10322745,3340716.493679269,677729.6372914538
12721,-989498.7627845705,4314149.985840984,3324651.2230564132,672826.8487436362
12723,-986368.9160209601,4294954.86845452,3308585.9524335596,667924.0601958197
12724,-983239.06925735,4275759.751068054,3292520.6818107045,663021.2716480019
12725,-980109.2224937398,4256564.63368159,3276455.41118785,658118.4831001852
12726,-976979.3757301293,4237369.516295126,3260390.1405649963,653215.6945523687
12729,-973849.5289665194,4218174.39890866,3244324.869942141,648312.9060045509
12732,-970719.682202909,4198979.281522196,3228259.599319287,643410.1174567346
12733,-967589.8354392988,4179784.1641357318,3212194.328696433,638507.3289089177
12734,-964459.9886756886,4160589.046749266,3196129.0580735775,633604.5403610999
12736,-961330.1419120783,4141393.9293628023,3180063.7874507234,628701.7518132837
12737,-958200.2951484681,4122198.811976336,3163998.516827868,623798.9632654658
12738,-955070.4483848577,4103003.694589872,3147933.246205014,618896.1747176494
12740,-951940.6016212477,4083808.577203408,3131867.9755821605,613993.3861698327
12741,-948810.7548576375,4064613.459816942,3115802.7049593045,609090.5976220148
12742,-945680.9080940271,4045418.342430478,3099737.434336451,604187.8090741984
12743,-942551.0613304169,4026223.225044014,3083672.1637135968,599285.0205263817
12746,-939421.2145668066,4007028.107657548,3067606.893090742,594382.231978564
12747,-936291.3678031964,3987832.990271084,3051541.6224678876,589479.4434307474
12748,-933161.5210395863,3968637.872884618,3035476.3518450316,584576.6548829298
12750,-930031.6742759759,3949442.755498154,3019411.0812221784,579673.8663351131
12751,-926901.8275123658,3930247.63811169,3003345.8105993248,574771.0777872964
12754,-923771.9807487554,3911052.5207252246,2987280.5399764692,569868.289239479
12758,-920642.1339851453,3891857.4033387606,2971215.269353615,564965.5006916621
12759,-917512.287221535,3872662.2859522956,2955149.998730761,560062.7121438454
12760,-914382.4404579247,3853467.16856583,2939084.7281079055,555159.923596028
12762,-911252.5936943146,3834272.051179366,2923019.457485052,550257.1350482111
12763,-908122.7469307042,3815076.9337929003,2906954.1868621963,545354.3465003939
12764,-904992.9001670941,3795881.8164064363,2890888.9162393417,540451.557952577
12765,-901863.0534034839,3776686.6990199722,2874823.6456164885,535548.7694047601
12766,-898733.2066398736,3757491.581633507,2858758.3749936325,530645.980856943
12768,-895603.3598762634,3738296.4642470423,2842693.104370779,525743.192309126
12770,-892473.5131126533,3719101.3468605787,2826627.8337479252,520840.4037613091
12771,-889343.6663490429,3699906.2294741124,2810562.5631250693,515937.61521349195
12775,-886213.8195854328,3680711.1120876484,2794497.2925022156,511034.82666567503
12776,-883083.9728218225,3661515.994701184,2778432.021879362,506132.03811785864
12777,-879954.1260582122,3642320.8773147184,2762366.751256506,501229.249570041
12778,-876824.2792946022,3623125.759928255,2746301.4806336523,496326.4610222241
12779,-873694.4325309917,3603930.6425417885,2730236.210010797,491423.67247440666
12780,-870564.5857673816,3584735.5251553245,2714170.939387943,486520.88392659003
12783,-867434.7390037712,3565540.4077688605,2698105.6687650895,481618.0953787733
12784,-864304.8922401611,3546345.2903823946,2682040.3981422335,476715.30683095567
12785,-861175.0454765509,3527150.17299593,2665975.1275193794,471812.518283139
12786,-858045.1987129406,3507955.0556094665,2649909.856896526,466909.7297353223
12787,-854915.3519493304,3488759.9382230006,2633844.58627367,462006.9411875047
12788,-851785.50518572,3469564.8208365366,2617779.3156508165,457104.1526396882
12789,-848655.6584221099,3450369.7034500707,2601714.045027961,452201.3640918704
12790,-845525.8116584998,3431174.5860636067,2585648.774405107,447298.5755440537
12791,-842395.9648948894,3411979.4686771426,2569583.5037822532,442395.78699623724
12792,-839266.1181312792,3392784.3512906767,2553518.2331593977,437492.9984484194
12801,-836136.2713676689,3373589.2339042127,2537452.9625365436,432590.20990060316
12803,-833006.4246040587,3354394.1165177487,2521387.69191369,427687.42135278624
12804,-829876.5778404485,3335198.999131283,2505322.4212908344,422784.6328049684
12809,-826746.7310768382,3316003.881744819,2489257.1506679803,417881.8442571522
12810,-823616.8843132281,3296808.764358353,2473191.880045125,412979.0557093343
12816,-820487.0375496177,3277613.646971889,2457126.609422271,408076.2671615179
12817,-817357.1907860076,3258418.529585425,2441061.338799417,403173.4786137012
12821,-814227.3440223975,3239223.4121989585,2424996.0681765615,398270.6900658834
12822,-811097.497258787,3220028.294812495,2408930.797553708,393367.9015180669
12823,-807967.6504951769,3200833.177426031,2392865.5269308537,388465.1129702502
12824,-804837.8037315668,3181638.060039565,2376800.256307998,383562.32442243234
12827,-801707.9569679564,3162442.942653101,2360734.9856851446,378659.5358746159
12828,-798578.1102043464,3143247.8252666355,2344669.7150622886,373756.7473267983
12831,-795448.2634407359,3124052.707880171,2328604.4444394354,368853.9587789816
12832,-792318.4166771257,3104857.590493707,2312539.1738165813,363951.1702311649
12833,-789188.5699135157,3085662.473107241,2296473.9031937253,359048.3816833472
12834,-786058.7231499052,3066467.355720777,2280408.632570872,354145.5931355306
12835,-782928.8763862951,3047272.238334313,2264343.361948018,349242.8045877139
12836,-779799.0296226847,3028077.120947847,2248278.0913251624,344340.0160398965
12837,-776669.1828590746,3008882.003561383,2232212.820702309,339437.2274920796
12838,-773539.3360954644,2989686.886174919,2216147.5500794547,334534.4389442629
12839,-770409.489331854,2970491.768788453,2200082.279456599,329631.65039644553
12842,-767279.6425682439,2951296.651401989,2184017.0088337455,324728.8618486286
12843,-764149.7958046335,2932101.5340155233,2167951.7382108895,319826.07330081146
12845,-761019.9490410234,2912906.4166290592,2151886.467588036,314923.28475299454
12846,-757890.1022774132,2893711.299242595,2135821.196965182,310020.4962051776
12847,-754760.2555138029,2874516.1818561293,2119755.926342326,305117.7076573605
12849,-751630.4087501927,2855321.0644696653,2103690.6557194726,300214.91910954355
12850,-748500.5619865825,2836125.9470832013,2087625.385096619,295312.13056172704
12852,-745370.7152229722,2816930.8296967354,2071560.1144737632,290409.3420139095
12853,-742240.8684593621,2797735.7123102713,2055494.8438509093,285506.55346609256
12859,-739111.0216957517,2778540.5949238054,2039429.5732280535,280603.7649182752
12860,-735981.1749321416,2759345.4775373414,2023364.3026051999,275700.9763704585
12861,-732851.3281685314,2740150.3601508774,2007299.0319823462,270798.1878226416
12863,-729721.481404921,2720955.2427644115,1991233.7613594905,265895.3992748242
12864,-726591.6346413109,2701760.1253779475,1975168.4907366366,260992.6107270075
12865,-723461.7878777005,2682565.0079914834,1959103.220113783,256089.8221791908
12866,-720331.9411140904,2663369.8906050175,1943037.9494909272,251187.0336313732
12870,-717202.0943504801,2644174.7732185535,1926972.6788680733,246284.2450835565
12871,-714072.2475868699,2624979.6558320876,1910907.4082452175,241381.45653573886
12873,-710942.4008232597,2605784.5384456236,1894842.1376223639,236478.6679879222
12884,-707812.5540596494,2586589.4210591596,1878776.86699951,231575.87944010575
12885,-704682.7072960392,2567394.3036726937,1862711.5963766545,226673.0908922879
12887,-701552.8605324291,2548199.1862862296,1846646.3257538006,221770.30234447122
12901,-698423.0137688187,2529004.0688997656,1830581.055130947,216867.51379665476
12903,-695293.1670052083,2509808.9515132997,1814515.7845080916,211964.72524883738
12910,-692163.3202415984,2490613.8341268357,1798450.5138852373,207061.93670102023
12911,-689033.473477988,2471418.7167403717,1782385.2432623836,202159.14815320377
12912,-685903.6267143777,2452223.599353906,1766319.9726395283,197256.3596053864
12913,-682773.7799507678,2433028.4819674417,1750254.702016674,192353.57105756924
12914,-679643.9331871574,2413833.364580976,1734189.4313938185,187450.78250975185
12916,-676514.086423547,2394638.247194512,1718124.1607709648,182547.99396193543
12917,-673384.239659937,2375443.129808048,1702058.8901481107,177645.20541411825
12918,-670254.3928963267,2356248.012421582,1685993.6195252552,172742.41686630086
12919,-667124.5461327164,2337052.895035118,1669928.3489024015,167839.6283184844
12920,-663994.699369106,2317857.777648654,1653863.078279548,162936.83977066795
12921,-660864.8526054961,2298662.660262188,1637797.8076566919,158034.05122284987
12922,-657735.0058418857,2279467.542875724,1621732.5370338382,153131.26267503342
12924,-654605.1590782753,2260272.425489258,1605667.2664109827,148228.47412721603
12926,-651475.3123146654,2241077.308102794,1589601.9957881286,143325.68557939888
12927,-648345.465551055,2221882.19071633,1573536.725165275,138422.89703158243
12928,-645215.6187874447,2202687.073329864,1557471.4545424194,133520.10848376504
12929,-642085.7720238348,2183491.9559434,1541406.1839195653,128617.3199359479
12930,-638955.9252602244,2164296.838556936,1525340.9132967119,123714.53138813144
12932,-635826.078496614,2145101.72117047,1509275.642673856,118811.74284031405
12934,-632696.2317330036,2125906.603784006,1493210.3720510025,113908.9542924976
12935,-629566.3849693937,2106711.48639754,1477145.1014281465,109006.16574467951
12936,-626436.5382057833,2087516.3690110762,1461079.8308052928,104103.37719686306
12937,-623306.691442173,2068321.2516246121,1445014.5601824392,99200.58864904661
12939,-620176.8446785631,2049126.1342381462,1428949.2895595832,94297.80010122852
12941,-617046.9979149527,2029931.0168516822,1412884.0189367298,89395.01155341207
12942,-613917.1511513423,2010735.8994652182,1396818.7483138759,84492.22300559562
12943,-610787.3043877324,1991540.7820787523,1380753.47769102,79589.43445777753
12944,-607657.457624122,1972345.6646922883,1364688.2070681662,74686.64590996108
12945,-604527.6108605117,1953150.5473058224,1348622.9364453107,69783.8573621437
12946,-601397.7640969018,1933955.4299193586,1332557.6658224566,64881.06881432654
12950,-598267.9173332914,1914760.3125328943,1316492.395199603,59978.28026651009
12952,-595138.070569681,1895565.1951464284,1300427.1245767474,55075.491718692705
12953,-592008.2238060706,1876370.0777599644,1284361.8539538938,50172.703170876244
12955,-588878.3770424607,1857174.9603735004,1268296.5833310396,45269.9146230591
12956,-585748.5302788503,1837979.8429870345,1252231.3127081841,40367.126075241715
12957,-582618.68351524,1818784.7256005704,1236166.0420853305,35464.33752742526
12958,-579488.8367516301,1799589.6082141062,1220100.7714624763,30561.54897960811
12959,-576358.9899880197,1780394.4908276405,1204035.5008396208,25658.760431790724
12960,-573229.1432244093,1761199.3734411765,1187970.2302167672,20755.97188397427
12962,-570099.2964607994,1742004.2560547106,1171904.9595939112,15853.18333615619
12966,-566969.449697189,1722809.1386682466,1155839.6889710575,10950.394788339734
12969,-563839.6029335787,1703614.0212817825,1139774.4183482039,6047.606240523281
12970,-560709.7561699683,1684418.9038953166,1123709.1477253484,1144.8176927058958
12972,-557579.9094063584,1665223.7865088526,1107643.8771024942,-3757.9708551112562
12973,-554450.062642748,1646028.6691223886,1091578.6064796406,-8660.75940292771
12974,-551320.2158791376,1626833.5517359227,1075513.335856785,-13563.547950745095
12975,-548190.3691155277,1607638.4343494587,1059448.065233931,-18466.336498562247
12976,-545060.5223519173,1588443.3169629928,1043382.7946110754,-23369.12504637963
12977,-541930.675588307,1569248.1995765287,1027317.5239882218,-28271.913594196085
12978,-538800.8288246971,1550053.0821900647,1011252.2533653677,-33174.70214201324
12979,-535670.9820610867,1530857.9648035988,995186.9827425121,-38077.49068983062
12980,-532541.1352974763,1511662.8474171348,979121.7121196584,-42980.279237647075
12981,-529411.2885338659,1492467.7300306708,963056.4414968048,-47883.06778546353
12983,-526281.441770256,1473272.6126442049,946991.1708739488,-52785.85633328161
12985,-523151.59500664566,1454077.4952577408,930925.9002510952,-57688.644881098066
12986,-520021.7482430353,1434882.377871275,914860.6296282398,-62591.43342891546
12987,-516891.9014794254,1415687.260484811,898795.3590053855,-67494.2219767326
12989,-513762.05471581506,1396492.143098347,882730.0883825319,-72397.01052454906
12992,-510632.2079522046,1377297.025711881,866664.8177596764,-77299.79907236644
12993,-507502.3611885947,1358101.908325417,850599.5471368221,-82202.58762018359
12996,-504372.51442498434,1338906.790938953,834534.2765139686,-87105.37616800005
12997,-501242.66766137397,1319711.6735524873,818469.0058911131,-92008.16471581745
13020,-498112.82089776406,1300516.556166023,802403.735268259,-96910.95326363458
13021,-494982.9741341537,1281321.438779559,786338.4646454054,-101813.74181145104
13026,-491853.1273705433,1262126.321393093,770273.1940225498,-106716.53035926844
13027,-488723.28060693294,1242931.204006629,754207.9233996962,-111619.31890708487
13028,-485593.43384332303,1223736.0866201632,738142.6527768401,-116522.10745490294
13029,-482463.5870797127,1204540.9692336991,722077.3821539865,-121424.89600271943
13030,-479333.7403161023,1185345.851847235,706012.1115311328,-126327.68455053588
