ZIP_COAL,cate_per_plus1_halfbath
12148,-1296271.9445649076
12149,-1293335.2112928897
12150,-1290398.4780208715
12151,-1287461.7447488534
12153,-1284525.011476835
12154,-1281588.278204817
12155,-1278651.5449327992
12156,-1275714.811660781
12157,-1272778.078388763
12158,-1269841.3451167447
12159,-1266904.6118447268
12160,-1263967.8785727087
12161,-1261031.1453006906
12164,-1258094.4120286724
12165,-1255157.6787566543
12166,-1252220.9454846361
12167,-1249284.2122126182
12168,-1246347.4789406
12169,-1243410.745668582
12170,-1240474.0123965638
12172,-1237537.2791245456
12173,-1234600.5458525277
12174,-1231663.8125805096
12175,-1228727.0793084914
12176,-1225790.3460364733
12177,-1222853.6127644551
12180,-1219916.879492437
12182,-1216980.146220419
12183,-1214043.412948401
12184,-1211106.6796763828
12185,-1208169.9464043647
12186,-1205233.2131323465
12187,-1202296.4798603286
12188,-1199359.7465883105
12189,-1196423.0133162923
12190,-1193486.2800442742
12192,-1190549.546772256
12193,-1187612.8135002381
12194,-1184676.08022822
12196,-1181739.3469562018
12197,-1178802.6136841837
12198,-1175865.8804121655
12202,-1172929.1471401476
12203,-1169992.4138681295
12204,-1167055.6805961113
12205,-1164118.9473240932
12206,-1161182.214052075
12207,-1158245.4807800571
12208,-1155308.747508039
12209,-1152372.0142360209
12210,-1149435.2809640027
12211,-1146498.5476919846
12302,-1143561.8144199667
12303,-1140625.0811479485
12304,-1137688.3478759304
12305,-1134751.6146039122
12306,-1131814.881331894
12307,-1128878.1480598762
12308,-1125941.414787858
12309,-1123004.6815158399
12401,-1120067.9482438217
12404,-1117131.2149718036
12405,-1114194.4816997857
12406,-1111257.7484277675
12407,-1108321.0151557494
12409,-1105384.2818837313
12410,-1102447.548611713
12411,-1099510.8153396952
12412,-1096574.082067677
12413,-1093637.348795659
12414,-1090700.6155236408
12416,-1087763.8822516226
12418,-1084827.1489796047
12419,-1081890.4157075866
12420,-1078953.6824355684
12421,-1076016.9491635503
12422,-1073080.2158915321
12423,-1070143.4826195142
12424,-1067206.749347496
12427,-1064270.016075478
12428,-1061333.2828034598
12429,-1058396.5495314416
12430,-1055459.8162594237
12431,-1052523.0829874056
12432,-1049586.3497153874
12433,-1046649.6164433693
12434,-1043712.8831713512
12435,-1040776.1498993331
12436,-1037839.4166273151
12439,-1034902.683355297
12440,-1031965.9500832789
12442,-1029029.2168112607
12443,-1026092.4835392428
12444,-1023155.7502672246
12446,-1020219.0169952064
12448,-1017282.2837231883
12449,-1014345.5504511703
12450,-1011408.8171791523
12451,-1008472.0839071341
12452,-1005535.350635116
12453,-1002598.6173630977
12454,-999661.8840910797
12455,-996725.1508190617
12456,-993788.4175470438
12457,-990851.6842750254
12458,-987914.9510030074
12459,-984978.2177309892
12460,-982041.4844589712
12461,-979104.7511869532
12463,-976168.0179149349
12464,-973231.2846429169
12465,-970294.5513708987
12466,-967357.8180988806
12468,-964421.0848268627
12469,-961484.3515548445
12470,-958547.6182828264
12472,-955610.8850108082
12473,-952674.1517387901
12474,-949737.4184667722
12475,-946800.685194754
12477,-943863.9519227358
12480,-940927.2186507178
12481,-937990.4853786996
12482,-935053.7521066817
12483,-932117.0188346636
12484,-929180.2855626455
12485,-926243.5522906273
12486,-923306.8190186091
12487,-920370.0857465912
12489,-917433.3524745732
12490,-914496.6192025549
12491,-911559.8859305368
12492,-908623.1526585185
12494,-905686.4193865007
12495,-902749.6861144826
12496,-899812.9528424644
12498,-896876.2195704464
12501,-893939.4862984281
12502,-891002.7530264102
12503,-888066.0197543921
12507,-885129.2864823738
12508,-882192.5532103557
12512,-879255.8199383377
12513,-876319.0866663198
12514,-873382.3533943016
12515,-870445.6201222836
12516,-867508.8868502654
12517,-864572.1535782472
12518,-861635.4203062293
12520,-858698.6870342111
12521,-855761.953762193
12522,-852825.2204901748
12523,-849888.4872181567
12524,-846951.7539461387
12525,-844015.0206741208
12526,-841078.2874021025
12527,-838141.5541300843
12528,-835204.8208580662
12529,-832268.0875860484
12531,-829331.3543140301
12533,-826394.621042012
12534,-823457.8877699939
12538,-820521.1544979757
12540,-817584.4212259578
12542,-814647.6879539397
12543,-811710.9546819215
12545,-808774.2214099034
12546,-805837.4881378852
12547,-802900.7548658673
12548,-799964.0215938492
12549,-797027.2883218311
12550,-794090.5550498128
12553,-791153.8217777947
12561,-788217.0885057766
12563,-785280.3552337587
12564,-782343.6219617405
12565,-779406.8886897224
12566,-776470.1554177043
12567,-773533.4221456861
12569,-770596.6888736682
12570,-767659.95560165
12571,-764723.222329632
12572,-761786.4890576138
12574,-758849.7557855956
12575,-755913.0225135777
12577,-752976.2892415595
12578,-750039.5559695414
12580,-747102.8226975232
12581,-744166.0894255051
12582,-741229.3561534872
12583,-738292.6228814691
12585,-735355.8896094509
12586,-732419.1563374328
12589,-729482.4230654147
12590,-726545.6897933967
12592,-723608.9565213786
12594,-720672.2232493605
12601,-717735.4899773423
12603,-714798.7567053242
12701,-711862.0234333063
12719,-708925.2901612881
12720,-705988.55688927
12721,-703051.8236172518
12723,-700115.0903452337
12724,-697178.3570732158
12725,-694241.6238011976
12726,-691304.8905291795
12729,-688368.1572571613
12732,-685431.4239851432
12733,-682494.6907131253
12734,-679557.9574411071
12736,-676621.224169089
12737,-673684.4908970708
12738,-670747.7576250527
12740,-667811.0243530348
12741,-664874.2910810167
12742,-661937.5578089985
12743,-659000.8245369804
12746,-656064.0912649622
12747,-653127.3579929443
12748,-650190.6247209262
12750,-647253.891448908
12751,-644317.1581768899
12754,-641380.4249048717
12758,-638443.6916328538
12759,-635506.9583608357
12760,-632570.2250888175
12762,-629633.4918167994
12763,-626696.7585447812
12764,-623760.0252727633
12765,-620823.2920007452
12766,-617886.558728727
12768,-614949.8254567089
12770,-612013.0921846908
12771,-609076.3589126728
12775,-606139.6256406547
12776,-603202.8923686366
12777,-600266.1590966184
12778,-597329.4258246003
12779,-594392.6925525824
12780,-591455.9592805642
12783,-588519.2260085461
12784,-585582.4927365279
12785,-582645.7594645098
12786,-579709.0261924919
12787,-576772.2929204737
12788,-573835.5596484556
12789,-570898.8263764374
12790,-567962.0931044193
12791,-565025.3598324012
12792,-562088.6265603832
12801,-559151.8932883651
12803,-556215.160016347
12804,-553278.4267443288
12809,-550341.6934723107
12810,-547404.9602002928
12816,-544468.2269282746
12817,-541531.4936562565
12821,-538594.7603842383
12822,-535658.0271122202
12823,-532721.2938402023
12824,-529784.5605681841
12827,-526847.827296166
12828,-523911.09402414784
12831,-520974.3607521297
12832,-518037.62748011184
12833,-515100.89420809364
12834,-512164.1609360755
12835,-509227.42766405735
12836,-506290.6943920392
12837,-503353.9611200213
12838,-500417.22784800315
12839,-497480.49457598507
12842,-494543.76130396686
12843,-491607.0280319487
12845,-488670.2947599308
12846,-485733.56148791267
12847,-482796.8282158945
12849,-479860.0949438764
12850,-476923.36167185823
12852,-473986.6283998403
12853,-471049.8951278222
12859,-468113.16185580404
12860,-465176.4285837859
12861,-462239.69531176775
12863,-459302.96203974984
12864,-456366.2287677317
12865,-453429.49549571355
12866,-450492.76222369535
12870,-447556.02895167726
12871,-444619.29567965935
12873,-441682.5624076412
12884,-438745.82913562306
12885,-435809.0958636049
12887,-432872.3625915868
12901,-429935.62931956886
12903,-426998.8960475507
12910,-424062.1627755325
12911,-421125.42950351443
12912,-418188.69623149623
12913,-415251.9629594784
12914,-412315.22968746023
12916,-409378.4964154421
12917,-406441.76314342394
12918,-403505.02987140574
12919,-400568.2965993879
12920,-397631.56332736975
12921,-394694.8300553516
12922,-391758.09678333346
12924,-388821.3635113153
12926,-385884.6302392974
12927,-382947.89696727926
12928,-380011.1636952611
12929,-377074.430423243
12930,-374137.69715122477
12932,-371200.9638792069
12934,-368264.2306071888
12935,-365327.4973351706
12936,-362390.7640631525
12937,-359454.03079113434
12939,-356517.2975191162
12941,-353580.5642470983
12942,-350643.8309750802
12943,-347707.097703062
12944,-344770.36443104385
12945,-341833.6311590257
12946,-338896.8978870078
12950,-335960.16461498966
12952,-333023.4313429715
12953,-330086.69807095337
12955,-327149.9647989352
12956,-324213.2315269173
12957,-321276.49825489917
12958,-318339.764982881
12959,-315403.0317108629
12960,-312466.29843884474
12962,-309529.5651668268
12966,-306592.83189480874
12969,-303656.09862279054
12970,-300719.3653507726
12972,-297782.63207875425
12973,-294845.89880673634
12974,-291909.16553471796
12975,-288972.43226270005
12976,-286035.69899068214
12977,-283098.96571866376
12978,-280162.23244664585
12979,-277225.4991746275
12980,-274288.76590260956
12981,-271352.03263059165
12983,-268415.2993585733
12985,-265478.56608655537
12986,-262541.832814537
12987,-259605.09954251908
12989,-256668.36627050117
12992,-253731.6329984828
12993,-250794.89972646488
12996,-247858.1664544465
12997,-244921.4331824286
13020,-241984.69991041068
13021,-239047.9666383923
13026,-236111.23336637442
13027,-233174.50009435602
13028,-230237.7668223381
13029,-227301.0335503202
13030,-224364.30027830182
13031,-221427.5670062839
13032,-218490.83373426556
13033,-215554.10046224762
13034,-212617.36719022974
13035,-209680.63391821133
13036,-206743.90064619342
13037,-203807.16737417504
13039,-200870.43410215713
13040,-197933.70083013922
13041,-194996.96755812084
13042,-192060.2342861029
13044,-189123.50101408456
13045,-186186.76774206664
13052,-183250.0344700487
13053,-180313.30119803036
13054,-177376.56792601247
13057,-174439.83465399407
13060,-171503.10138197616
13061,-168566.36810995825
13062,-165629.63483793987
13063,-162692.90156592196
13064,-159756.16829390358
13066,-156819.43502188567
13068,-153882.70174986776
13069,-150945.96847784938
13071,-148009.23520583147
13072,-145072.5019338131
13073,-142135.76866179518
13074,-139199.03538977727
13076,-136262.3021177589
13077,-133325.56884574099
13078,-130388.83557372262
13080,-127452.1023017047
13081,-124515.36902968679
13082,-121578.63575766841
13083,-118641.9024856505
13084,-115705.16921363212
13087,-112768.43594161421
13088,-109831.7026695963
13090,-106894.96939757794
13092,-103958.23612556001
13101,-101021.50285354163
13102,-98084.76958152372
13103,-95148.03630950581
13104,-92211.30303748744
13108,-89274.56976546953
13110,-86337.83649345115
13111,-83401.10322143324
13112,-80464.36994941533
13113,-77527.63667739695
13114,-74590.90340537904
13115,-71654.17013336066
13116,-68717.43686134275
13117,-65780.70358932484
13118,-62843.97031730646
13120,-59907.23704528856
13122,-56970.503773270175
13126,-54033.770501252264
13131,-51097.03722923435
13132,-48160.303957215976
13135,-45223.57068519807
13136,-42286.83741317969
13138,-39350.10414116178
13140,-36413.3708691434
13141,-33476.63759712549
13142,-30539.904325107582
13143,-27603.1710530892
13144,-24666.43778107129
13145,-21729.704509052914
13146,-18792.971237035003
13147,-15856.237965017091
13148,-12919.504692998715
13152,-9982.771420980804
13153,-7046.038148962427
13155,-4109.304876944516
13156,-1172.5716049266048
13157,1764.161667091772
13158,4700.894939109683
13159,7637.62821112806
13160,10574.36148314597
13162,13511.094755163882
13163,16447.82802718226
13164,19384.56129920017
13165,22321.29457121855
13166,25258.027843236458
13167,28194.76111525437
13202,31131.494387272745
13203,34068.22765929066
13204,37004.96093130903
13205,39941.694203326944
13206,42878.427475344855
13207,45815.16074736323
13208,48751.89401938114
13209,51688.62729139952
13210,54625.360563417424
13211,57562.093835435335
13212,60498.82710745371
13214,63435.56037947163
13215,66372.29365149
13219,69309.02692350792
13224,72245.76019552583
13301,75182.4934675442
13302,78119.22673956212
13303,81055.9600115805
13304,83992.69328359839
13305,86929.42655561632
13308,89866.15982763469
13309,92802.8930996526
13310,95739.62637167098
13312,98676.35964368889
13314,101613.0929157068
13315,104549.82618772518
13316,107486.55945974308
13317,110423.29273176147
13318,113360.02600377938
13319,116296.75927579729
13320,119233.49254781567
13321,122170.22581983358
13322,125106.95909185195
13323,128043.69236386986
13324,130980.42563588778
13325,133917.15890790615
13326,136853.89217992406
13327,139790.62545194244
13328,142727.35872396035
13329,145664.09199597826
13331,148600.82526799664
13332,151537.55854001455
13333,154474.29181203293
13334,157411.02508405084
13335,160347.75835606875
13337,163284.49162808713
13338,166221.22490010504
13339,169157.9581721234
13340,172094.69144414132
13342,175031.42471615924
13343,177968.1579881776
13345,180904.89126019552
13346,183841.6245322139
13348,186778.3578042318
13350,189715.09107624972
13352,192651.8243482681
13354,195588.557620286
13355,198525.2908923044
13357,201462.0241643223
13360,204398.7574363402
13361,207335.4907083586
13364,210272.2239803765
13365,213208.95725239487
13367,216145.69052441276
13368,219082.4237964307
13402,222019.15706844907
13403,224955.89034046695
13406,227892.62361248536
13407,230829.35688450327
13408,233766.0901565212
13409,236702.82342853956
13410,239639.55670055747
13411,242576.28997257585
13413,245513.02324459376
13416,248449.75651661167
13417,251386.48978863008
13418,254323.22306064796
13420,257259.95633266633
13421,260196.68960468424
13424,263133.42287670216
13425,266070.15614872053
13426,269006.88942073844
13428,271943.6226927568
13431,274880.35596477473
13433,277817.08923679264
13435,280753.822508811
13437,283690.55578082893
13438,286627.2890528473
13439,289564.0223248652
13440,292500.75559688313
13450,295437.4888689015
13452,298374.2221409194
13454,301310.9554129378
13456,304247.6886849557
13457,307184.4219569736
13459,310121.155228992
13460,313057.8885010099
13461,315994.6217730283
13464,318931.3550450462
13468,321868.0883170641
13469,324804.8215890825
13470,327741.5548611004
13471,330678.28813311877
13472,333615.0214051367
13473,336551.7546771546
13476,339488.48794917297
13477,342425.2212211909
13478,345361.95449320925
13480,348298.68776522717
13482,351235.4210372451
13485,354172.15430926345
13486,357108.88758128136
13488,360045.62085329974
13489,362982.35412531765
13490,365919.08739733556
13491,368855.820669354
13492,371792.55394137185
13493,374729.2872133903
13494,377666.02048540814
13495,380602.75375742605
13501,383539.4870294444
13502,386476.22030146234
13601,389412.95357348066
13605,392349.6868454986
13606,395286.42011751694
13607,398223.15338953485
13608,401159.8866615528
13611,404096.6199335712
13612,407033.3532055891
13613,409970.0864776075
13614,412906.8197496254
13615,415843.5530216433
13616,418780.2862936617
13617,421717.0195656796
13618,424653.752837698
13619,427590.4861097159
13620,430527.2193817338
13622,433463.9526537522
13624,436400.6859257701
13626,439337.41919778846
13628,442274.1524698064
13632,445210.8857418243
13634,448147.61901384266
13636,451084.3522858606
13637,454021.085557879
13638,456957.81882989686
13640,459894.5521019148
13642,462831.28537393315
13646,465768.01864595106
13648,468704.75191796944
13650,471641.4851899874
13651,474578.21846200526
13654,477514.95173402363
13656,480451.68500604155
13658,483388.4182780599
13659,486325.15155007783
13661,489261.88482209574
13662,492198.6180941141
13664,495135.35136613203
13665,498072.0846381504
13669,501008.8179101683
13670,503945.55118218623
13673,506882.2844542046
13676,509819.0177262225
13679,512755.7509982409
13681,515692.4842702588
13682,518629.2175422767
13685,521565.95081429515
13687,524502.684086313
13690,527439.4173583314
13691,530376.1506303493
13693,533312.8839023672
13694,536249.6171743856
13730,539186.3504464035
13731,542123.0837184219
13732,545059.8169904398
13733,547996.5502624577
13734,550933.2835344761
13736,553870.016806494
13739,556806.7500785124
13740,559743.4833505303
13743,562680.2166225482
13744,565616.9498945666
13746,568553.6831665845
13748,571490.4164386028
13750,574427.1497106208
13751,577363.8829826387
13752,580300.616254657
13753,583237.349526675
13754,586174.0827986933
13756,589110.8160707112
13757,592047.5493427292
13760,594984.2826147475
13775,597921.0158867654
13776,600857.7491587838
13777,603794.4824308017
13778,606731.2157028196
13780,609667.948974838
13782,612604.6822468558
13783,615541.4155188743
13784,618478.1487908922
13786,621414.8820629101
13787,624351.6153349285
13788,627288.3486069464
13790,630225.0818789648
13795,633161.8151509827
13796,636098.5484230006
13797,639035.281695019
13801,641972.0149670369
13802,644908.7482390553
13803,647845.4815110732
13804,650782.2147830911
13806,653718.9480551095
13807,656655.6813271274
13808,659592.4145991458
13809,662529.1478711637
13810,665465.8811431816
13811,668402.6144152
13812,671339.3476872179
13813,674276.0809592364
13815,677212.8142312542
13820,680149.5475032721
13825,683086.2807752904
13827,686023.0140473084
13830,688959.7473193267
13832,691896.4805913446
13833,694833.2138633626
13834,697769.9471353809
13835,700706.6804073988
13838,703643.4136794173
13839,706580.1469514351
13841,709516.880223453
13842,712453.6134954714
13843,715390.3467674893
13844,718327.0800395077
13846,721263.8133115256
13849,724200.5465835435
13850,727137.2798555619
13856,730074.0131275798
13859,733010.7463995982
13861,735947.4796716161
13862,738884.212943634
13863,741820.9462156524
13864,744757.6794876703
13865,747694.4127596887
13901,750631.1460317067
13903,753567.8793037245
13904,756504.6125757429
13905,759441.3458477608
14001,762378.0791197792
14004,765314.8123917971
14005,768251.545663815
14006,771188.2789358334
14008,774125.0122078513
14009,777061.7454798697
14011,779998.4787518876
14012,782935.2120239055
14013,785871.9452959239
14020,788808.6785679418
14024,791745.4118399601
14025,794682.145111978
14026,797618.878383996
14027,800555.6116560143
14028,803492.3449280323
14030,806429.0782000507
14031,809365.8114720685
14032,812302.5447440865
14033,815239.2780161048
14034,818176.0112881227
14036,821112.7445601411
14037,824049.477832159
14039,826986.2111041774
14040,829922.9443761953
14041,832859.6776482132
14042,835796.4109202316
14043,838733.1441922495
14047,841669.8774642679
14048,844606.6107362858
14051,847543.3440083037
14052,850480.0772803221
14054,853416.81055234
14055,856353.5438243584
14056,859290.2770963763
14057,862227.0103683943
14058,865163.7436404126
14059,868100.4769124305
14060,871037.2101844489
14062,873973.9434564668
14063,876910.6767284847
14065,879847.4100005031
14066,882784.1432725211
14067,885720.8765445394
14068,888657.6098165573
14069,891594.3430885752
14070,894531.0763605935
14072,897467.8096326115
14075,900404.5429046298
14080,903341.2761766479
14081,906278.0094486657
14082,909214.742720684
14083,912151.475992702
14085,915088.2092647203
14086,918024.9425367382
14091,920961.6758087561
14092,923898.4090807745
14094,926835.1423527923
14098,929771.8756248108
14101,932708.6088968287
14102,935645.3421688466
14103,938582.075440865
14105,941518.8087128829
14108,944455.5419849013
14111,947392.2752569192
14113,950329.0085289371
14120,953265.7418009555
14125,956202.4750729734
14126,959139.2083449917
14127,962075.9416170097
14129,965012.6748890276
14130,967949.408161046
14131,970886.1414330639
14132,973822.8747050823
14134,976759.6079771002
14135,979696.3412491181
14136,982633.0745211365
14138,985569.8077931545
14139,988506.5410651728
14141,991443.2743371907
14143,994380.0076092086
14145,997316.740881227
14150,1000253.4741532449
14166,1003190.2074252632
14167,1006126.9406972813
